state_fips,county_fips,region,state_name,county_name,estimates_base_2010
06,053,4,California,Monterey County,415059
06,055,4,California,Napa County,136535
06,057,4,California,Nevada County,98747
06,059,4,California,Orange County,3008989
06,061,4,California,Placer County,348502
06,063,4,California,Plumas County,20007
06,065,4,California,Riverside County,2189765
06,067,4,California,Sacramento County,1418735
06,069,4,California,San Benito County,55265
06,071,4,California,San Bernardino County,2035183
06,073,4,California,San Diego County,3095349
06,075,4,California,San Francisco County,805184
06,077,4,California,San Joaquin County,685306
06,079,4,California,San Luis Obispo County,269597
06,081,4,California,San Mateo County,718517
06,083,4,California,Santa Barbara County,423947
06,085,4,California,Santa Clara County,1781686
06,087,4,California,Santa Cruz County,262350
06,089,4,California,Shasta County,177221
06,091,4,California,Sierra County,3239
06,093,4,California,Siskiyou County,44900
06,095,4,California,Solano County,413343
06,097,4,California,Sonoma County,483861
06,099,4,California,Stanislaus County,514450
06,101,4,California,Sutter County,94756
06,103,4,California,Tehama County,63440
06,105,4,California,Trinity County,13784
06,107,4,California,Tulare County,442182
06,109,4,California,Tuolumne County,55368
06,111,4,California,Ventura County,823398
06,113,4,California,Yolo County,200855
06,115,4,California,Yuba County,72142
08,001,4,Colorado,Adams County,441697
08,003,4,Colorado,Alamosa County,15440
08,005,4,Colorado,Arapahoe County,572118
08,007,4,Colorado,Archuleta County,12084
08,009,4,Colorado,Baca County,3787
08,011,4,Colorado,Bent County,6499
08,013,4,Colorado,Boulder County,294560
08,014,4,Colorado,Broomfield County,55861
08,015,4,Colorado,Chaffee County,17809
08,017,4,Colorado,Cheyenne County,1833
08,019,4,Colorado,Clear Creek County,9073
08,021,4,Colorado,Conejos County,8256
08,023,4,Colorado,Costilla County,3524
08,025,4,Colorado,Crowley County,5823
08,027,4,Colorado,Custer County,4251
08,029,4,Colorado,Delta County,30953
08,031,4,Colorado,Denver County,599825
08,033,4,Colorado,Dolores County,2064
08,035,4,Colorado,Douglas County,285465
08,037,4,Colorado,Eagle County,52201
08,039,4,Colorado,Elbert County,23088
08,041,4,Colorado,El Paso County,622253
08,043,4,Colorado,Fremont County,46828
08,045,4,Colorado,Garfield County,56373
08,047,4,Colorado,Gilpin County,5449
08,049,4,Colorado,Grand County,14843
08,051,4,Colorado,Gunnison County,15324
08,053,4,Colorado,Hinsdale County,843
08,055,4,Colorado,Huerfano County,6711
08,057,4,Colorado,Jackson County,1393
08,059,4,Colorado,Jefferson County,534829
08,061,4,Colorado,Kiowa County,1398
08,063,4,Colorado,Kit Carson County,8270
08,065,4,Colorado,Lake County,7310
08,067,4,Colorado,La Plata County,51335
08,069,4,Colorado,Larimer County,299630
08,071,4,Colorado,Las Animas County,15507
08,073,4,Colorado,Lincoln County,5469
08,075,4,Colorado,Logan County,22709
08,077,4,Colorado,Mesa County,146733
08,079,4,Colorado,Mineral County,712
08,081,4,Colorado,Moffat County,13791
08,083,4,Colorado,Montezuma County,25541
08,085,4,Colorado,Montrose County,41276
08,087,4,Colorado,Morgan County,28159
08,089,4,Colorado,Otero County,18833
08,091,4,Colorado,Ouray County,4442
08,093,4,Colorado,Park County,16203
08,095,4,Colorado,Phillips County,4442
08,097,4,Colorado,Pitkin County,17144
08,099,4,Colorado,Prowers County,12551
08,101,4,Colorado,Pueblo County,159063
08,103,4,Colorado,Rio Blanco County,6673
08,105,4,Colorado,Rio Grande County,11982
08,107,4,Colorado,Routt County,23506
08,109,4,Colorado,Saguache County,6108
08,111,4,Colorado,San Juan County,699
08,113,4,Colorado,San Miguel County,7359
08,115,4,Colorado,Sedgwick County,2382
08,117,4,Colorado,Summit County,27994
08,119,4,Colorado,Teller County,23359
08,121,4,Colorado,Washington County,4812
08,123,4,Colorado,Weld County,252827
08,125,4,Colorado,Yuma County,10043
09,001,1,Connecticut,Fairfield County,916904
09,003,1,Connecticut,Hartford County,894052
09,005,1,Connecticut,Litchfield County,189880
09,007,1,Connecticut,Middlesex County,165672
09,009,1,Connecticut,New Haven County,862442
09,011,1,Connecticut,New London County,274070
09,013,1,Connecticut,Tolland County,152747
09,015,1,Connecticut,Windham County,118380
10,001,3,Delaware,Kent County,162350
10,003,3,Delaware,New Castle County,538484
10,005,3,Delaware,Sussex County,197103
11,001,3,District of Columbia,District of Columbia,601767
12,001,3,Florida,Alachua County,247337
12,003,3,Florida,Baker County,27115
12,005,3,Florida,Bay County,168850
12,007,3,Florida,Bradford County,28519
12,009,3,Florida,Brevard County,543372
12,011,3,Florida,Broward County,1748146
12,013,3,Florida,Calhoun County,14627
12,015,3,Florida,Charlotte County,159967
12,017,3,Florida,Citrus County,141230
12,019,3,Florida,Clay County,190878
12,021,3,Florida,Collier County,321522
12,023,3,Florida,Columbia County,67526
12,027,3,Florida,DeSoto County,34862
12,029,3,Florida,Dixie County,16422
12,031,3,Florida,Duval County,864253
12,033,3,Florida,Escambia County,297620
12,035,3,Florida,Flagler County,95692
12,037,3,Florida,Franklin County,11549
12,039,3,Florida,Gadsden County,47744
12,041,3,Florida,Gilchrist County,16941
12,043,3,Florida,Glades County,12881
12,045,3,Florida,Gulf County,15863
12,047,3,Florida,Hamilton County,14799
12,049,3,Florida,Hardee County,27737
12,051,3,Florida,Hendry County,39143
12,053,3,Florida,Hernando County,172778
12,055,3,Florida,Highlands County,98784
12,057,3,Florida,Hillsborough County,1229202
12,059,3,Florida,Holmes County,19923
12,061,3,Florida,Indian River County,138028
12,063,3,Florida,Jackson County,49764
12,065,3,Florida,Jefferson County,14761
12,067,3,Florida,Lafayette County,8868
12,069,3,Florida,Lake County,297047
12,071,3,Florida,Lee County,618755
12,073,3,Florida,Leon County,275483
12,075,3,Florida,Levy County,40798
12,077,3,Florida,Liberty County,8365
12,079,3,Florida,Madison County,19226
12,081,3,Florida,Manatee County,322879
12,083,3,Florida,Marion County,331299
12,085,3,Florida,Martin County,146852
12,086,3,Florida,Miami-Dade County,2497993
12,087,3,Florida,Monroe County,73090
12,089,3,Florida,Nassau County,73310
12,091,3,Florida,Okaloosa County,180824
12,093,3,Florida,Okeechobee County,39996
12,095,3,Florida,Orange County,1145957
12,097,3,Florida,Osceola County,268685
12,099,3,Florida,Palm Beach County,1320135
12,101,3,Florida,Pasco County,464705
12,103,3,Florida,Pinellas County,916800
12,105,3,Florida,Polk County,602073
12,107,3,Florida,Putnam County,74377
12,109,3,Florida,St. Johns County,190038
12,111,3,Florida,St. Lucie County,277255
12,113,3,Florida,Santa Rosa County,151371
12,115,3,Florida,Sarasota County,379433
12,117,3,Florida,Seminole County,422710
12,119,3,Florida,Sumter County,93420
12,121,3,Florida,Suwannee County,41555
12,123,3,Florida,Taylor County,22574
12,125,3,Florida,Union County,15535
12,127,3,Florida,Volusia County,494596
12,129,3,Florida,Wakulla County,30783
12,131,3,Florida,Walton County,55046
12,133,3,Florida,Washington County,24896
13,001,3,Georgia,Appling County,18238
13,003,3,Georgia,Atkinson County,8380
13,005,3,Georgia,Bacon County,11097
13,007,3,Georgia,Baker County,3447
13,009,3,Georgia,Baldwin County,45840
13,011,3,Georgia,Banks County,18379
13,013,3,Georgia,Barrow County,69356
13,015,3,Georgia,Bartow County,100092
13,017,3,Georgia,Ben Hill County,17660
13,019,3,Georgia,Berrien County,19293
13,021,3,Georgia,Bibb County,155783
13,023,3,Georgia,Bleckley County,13064
13,025,3,Georgia,Brantley County,18428
13,027,3,Georgia,Brooks County,16314
13,029,3,Georgia,Bryan County,30215
13,031,3,Georgia,Bulloch County,70243
13,033,3,Georgia,Burke County,23326
13,035,3,Georgia,Butts County,23695
13,037,3,Georgia,Calhoun County,6697
13,039,3,Georgia,Camden County,50512
13,043,3,Georgia,Candler County,10999
13,045,3,Georgia,Carroll County,110570
13,047,3,Georgia,Catoosa County,63925
13,049,3,Georgia,Charlton County,12171
13,051,3,Georgia,Chatham County,265127
13,053,3,Georgia,Chattahoochee County,11263
13,055,3,Georgia,Chattooga County,26022
13,057,3,Georgia,Cherokee County,214381
13,059,3,Georgia,Clarke County,116688
13,061,3,Georgia,Clay County,3186
13,063,3,Georgia,Clayton County,259630
13,065,3,Georgia,Clinch County,6792
13,067,3,Georgia,Cobb County,688065
13,069,3,Georgia,Coffee County,42347
13,071,3,Georgia,Colquitt County,45496
13,073,3,Georgia,Columbia County,124016
13,075,3,Georgia,Cook County,17207
13,077,3,Georgia,Coweta County,127369
13,079,3,Georgia,Crawford County,12601
13,081,3,Georgia,Crisp County,23433
13,083,3,Georgia,Dade County,16643
13,085,3,Georgia,Dawson County,22382
13,087,3,Georgia,Decatur County,27842
13,089,3,Georgia,DeKalb County,691961
13,091,3,Georgia,Dodge County,21796
13,093,3,Georgia,Dooly County,14925
13,095,3,Georgia,Dougherty County,94564
13,097,3,Georgia,Douglas County,132282
13,099,3,Georgia,Early County,11008
13,101,3,Georgia,Echols County,4023
13,103,3,Georgia,Effingham County,52255
13,105,3,Georgia,Elbert County,20164
13,107,3,Georgia,Emanuel County,22596
13,109,3,Georgia,Evans County,11002
13,111,3,Georgia,Fannin County,23709
13,113,3,Georgia,Fayette County,106560
13,115,3,Georgia,Floyd County,96314
13,117,3,Georgia,Forsyth County,175484
13,119,3,Georgia,Franklin County,22093
13,121,3,Georgia,Fulton County,920445
13,123,3,Georgia,Gilmer County,28294
13,125,3,Georgia,Glascock County,3086
13,127,3,Georgia,Glynn County,79627
13,129,3,Georgia,Gordon County,55221
13,131,3,Georgia,Grady County,25013
13,133,3,Georgia,Greene County,15996
13,135,3,Georgia,Gwinnett County,805286
13,137,3,Georgia,Habersham County,43032
13,139,3,Georgia,Hall County,179724
13,141,3,Georgia,Hancock County,9401
13,143,3,Georgia,Haralson County,28775
13,145,3,Georgia,Harris County,31994
13,147,3,Georgia,Hart County,25210
13,149,3,Georgia,Heard County,11829
13,151,3,Georgia,Henry County,203777
13,153,3,Georgia,Houston County,139819
13,155,3,Georgia,Irwin County,9513
13,157,3,Georgia,Jackson County,60461
13,159,3,Georgia,Jasper County,13894
13,161,3,Georgia,Jeff Davis County,15074
13,163,3,Georgia,Jefferson County,16916
13,165,3,Georgia,Jenkins County,8333
13,167,3,Georgia,Johnson County,9974
13,169,3,Georgia,Jones County,28668
13,171,3,Georgia,Lamar County,18311
13,173,3,Georgia,Lanier County,10077
13,175,3,Georgia,Laurens County,48435
13,177,3,Georgia,Lee County,28295
13,179,3,Georgia,Liberty County,63585
13,181,3,Georgia,Lincoln County,7996
13,183,3,Georgia,Long County,14344
13,185,3,Georgia,Lowndes County,109248
13,187,3,Georgia,Lumpkin County,29953
13,189,3,Georgia,McDuffie County,21867
13,191,3,Georgia,McIntosh County,14330
13,193,3,Georgia,Macon County,14743
13,195,3,Georgia,Madison County,28167
13,197,3,Georgia,Marion County,8738
13,199,3,Georgia,Meriwether County,21978
13,201,3,Georgia,Miller County,6127
13,205,3,Georgia,Mitchell County,23501
13,207,3,Georgia,Monroe County,26167
13,209,3,Georgia,Montgomery County,9181
13,211,3,Georgia,Morgan County,17871
13,213,3,Georgia,Murray County,39628
13,215,3,Georgia,Muscogee County,190570
13,217,3,Georgia,Newton County,99967
13,219,3,Georgia,Oconee County,32831
13,221,3,Georgia,Oglethorpe County,14881
13,223,3,Georgia,Paulding County,142397
13,225,3,Georgia,Peach County,27807
13,227,3,Georgia,Pickens County,29404
13,229,3,Georgia,Pierce County,18760
13,231,3,Georgia,Pike County,17873
13,233,3,Georgia,Polk County,41495
13,235,3,Georgia,Pulaski County,11999
13,237,3,Georgia,Putnam County,21218
13,239,3,Georgia,Quitman County,2510
13,241,3,Georgia,Rabun County,16273
13,243,3,Georgia,Randolph County,7721
13,245,3,Georgia,Richmond County,200594
13,247,3,Georgia,Rockdale County,85169
13,249,3,Georgia,Schley County,5013
13,251,3,Georgia,Screven County,14594
13,253,3,Georgia,Seminole County,8729
13,255,3,Georgia,Spalding County,64109
13,257,3,Georgia,Stephens County,26153
13,259,3,Georgia,Stewart County,6060
13,261,3,Georgia,Sumter County,32815
13,263,3,Georgia,Talbot County,6890
13,265,3,Georgia,Taliaferro County,1717
13,267,3,Georgia,Tattnall County,25510
13,269,3,Georgia,Taylor County,8909
13,271,3,Georgia,Telfair County,16490
13,273,3,Georgia,Terrell County,9507
13,275,3,Georgia,Thomas County,44723
13,277,3,Georgia,Tift County,40136
13,279,3,Georgia,Toombs County,27170
13,281,3,Georgia,Towns County,10477
13,283,3,Georgia,Treutlen County,6883
13,285,3,Georgia,Troup County,67040
13,287,3,Georgia,Turner County,8933
13,289,3,Georgia,Twiggs County,9026
13,291,3,Georgia,Union County,21358
13,293,3,Georgia,Upson County,27149
13,295,3,Georgia,Walker County,68738
13,297,3,Georgia,Walton County,83806
13,299,3,Georgia,Ware County,36298
13,301,3,Georgia,Warren County,5834
13,303,3,Georgia,Washington County,21182
13,305,3,Georgia,Wayne County,30097
13,307,3,Georgia,Webster County,2799
13,309,3,Georgia,Wheeler County,7431
13,311,3,Georgia,White County,27139
13,313,3,Georgia,Whitfield County,102605
13,315,3,Georgia,Wilcox County,9256
13,317,3,Georgia,Wilkes County,10593
13,319,3,Georgia,Wilkinson County,9570
13,321,3,Georgia,Worth County,21667
15,001,4,Hawaii,Hawaii County,185076
15,003,4,Hawaii,Honolulu County,953206
15,005,4,Hawaii,Kalawao County,90
15,007,4,Hawaii,Kauai County,67095
15,009,4,Hawaii,Maui County,154840
16,001,4,Idaho,Ada County,392372
16,003,4,Idaho,Adams County,3978
16,005,4,Idaho,Bannock County,82842
16,007,4,Idaho,Bear Lake County,5986
16,009,4,Idaho,Benewah County,9283
16,011,4,Idaho,Bingham County,45605
16,013,4,Idaho,Blaine County,21377
16,015,4,Idaho,Boise County,7027
16,017,4,Idaho,Bonner County,40877
16,019,4,Idaho,Bonneville County,104294
16,021,4,Idaho,Boundary County,10972
16,023,4,Idaho,Butte County,2893
16,025,4,Idaho,Camas County,1117
16,027,4,Idaho,Canyon County,188922
16,029,4,Idaho,Caribou County,6963
16,031,4,Idaho,Cassia County,22964
16,033,4,Idaho,Clark County,982
16,035,4,Idaho,Clearwater County,8761
16,037,4,Idaho,Custer County,4366
16,039,4,Idaho,Elmore County,27040
16,041,4,Idaho,Franklin County,12786
16,043,4,Idaho,Fremont County,13237
16,045,4,Idaho,Gem County,16719
16,047,4,Idaho,Gooding County,15472
16,049,4,Idaho,Idaho County,16267
16,051,4,Idaho,Jefferson County,26144
16,053,4,Idaho,Jerome County,22355
16,055,4,Idaho,Kootenai County,138466
16,057,4,Idaho,Latah County,37243
16,059,4,Idaho,Lemhi County,7936
16,061,4,Idaho,Lewis County,3821
16,063,4,Idaho,Lincoln County,5206
16,065,4,Idaho,Madison County,37548
16,067,4,Idaho,Minidoka County,20055
16,069,4,Idaho,Nez Perce County,39270
16,071,4,Idaho,Oneida County,4286
16,073,4,Idaho,Owyhee County,11526
16,075,4,Idaho,Payette County,22622
16,077,4,Idaho,Power County,7819
16,079,4,Idaho,Shoshone County,12800
16,081,4,Idaho,Teton County,10165
16,083,4,Idaho,Twin Falls County,77241
16,085,4,Idaho,Valley County,9854
16,087,4,Idaho,Washington County,10198
17,001,2,Illinois,Adams County,67097
17,003,2,Illinois,Alexander County,8238
17,005,2,Illinois,Bond County,17768
17,007,2,Illinois,Boone County,54167
17,009,2,Illinois,Brown County,6937
17,011,2,Illinois,Bureau County,34980
17,013,2,Illinois,Calhoun County,5089
17,015,2,Illinois,Carroll County,15394
17,017,2,Illinois,Cass County,13641
17,019,2,Illinois,Champaign County,201081
17,021,2,Illinois,Christian County,34795
17,023,2,Illinois,Clark County,16335
17,025,2,Illinois,Clay County,13815
17,027,2,Illinois,Clinton County,37762
17,029,2,Illinois,Coles County,53876
17,031,2,Illinois,Cook County,5195026
17,033,2,Illinois,Crawford County,19818
17,035,2,Illinois,Cumberland County,11045
17,037,2,Illinois,DeKalb County,105162
17,039,2,Illinois,De Witt County,16558
17,041,2,Illinois,Douglas County,19977
17,043,2,Illinois,DuPage County,916741
17,045,2,Illinois,Edgar County,18576
17,047,2,Illinois,Edwards County,6721
17,049,2,Illinois,Effingham County,34246
17,051,2,Illinois,Fayette County,22142
17,053,2,Illinois,Ford County,14081
17,055,2,Illinois,Franklin County,39996
17,057,2,Illinois,Fulton County,37071
17,059,2,Illinois,Gallatin County,5587
17,061,2,Illinois,Greene County,13886
17,063,2,Illinois,Grundy County,50079
17,065,2,Illinois,Hamilton County,8457
17,067,2,Illinois,Hancock County,19104
17,069,2,Illinois,Hardin County,4323
17,071,2,Illinois,Henderson County,7328
17,073,2,Illinois,Henry County,50483
17,075,2,Illinois,Iroquois County,29719
17,077,2,Illinois,Jackson County,60206
17,079,2,Illinois,Jasper County,9701
17,081,2,Illinois,Jefferson County,38825
17,083,2,Illinois,Jersey County,23010
17,085,2,Illinois,Jo Daviess County,22681
17,087,2,Illinois,Johnson County,12577
17,089,2,Illinois,Kane County,515322
17,091,2,Illinois,Kankakee County,113450
17,093,2,Illinois,Kendall County,114804
17,095,2,Illinois,Knox County,52926
17,097,2,Illinois,Lake County,703400
17,099,2,Illinois,LaSalle County,113920
17,101,2,Illinois,Lawrence County,16903
17,103,2,Illinois,Lee County,36038
17,105,2,Illinois,Livingston County,38945
17,107,2,Illinois,Logan County,30305
17,109,2,Illinois,McDonough County,32616
17,111,2,Illinois,McHenry County,308882
17,113,2,Illinois,McLean County,169577
17,115,2,Illinois,Macon County,110777
17,117,2,Illinois,Macoupin County,47763
17,119,2,Illinois,Madison County,269298
17,121,2,Illinois,Marion County,39437
17,123,2,Illinois,Marshall County,12646
17,125,2,Illinois,Mason County,14666
17,127,2,Illinois,Massac County,15431
17,129,2,Illinois,Menard County,12705
17,131,2,Illinois,Mercer County,16434
17,133,2,Illinois,Monroe County,32949
17,135,2,Illinois,Montgomery County,30105
17,137,2,Illinois,Morgan County,35545
17,139,2,Illinois,Moultrie County,14852
17,141,2,Illinois,Ogle County,53490
17,143,2,Illinois,Peoria County,186496
17,145,2,Illinois,Perry County,22346
17,147,2,Illinois,Piatt County,16725
17,149,2,Illinois,Pike County,16430
17,151,2,Illinois,Pope County,4474
17,153,2,Illinois,Pulaski County,6161
17,155,2,Illinois,Putnam County,6006
17,157,2,Illinois,Randolph County,33480
17,159,2,Illinois,Richland County,16233
17,161,2,Illinois,Rock Island County,147541
17,163,2,Illinois,St. Clair County,270078
17,165,2,Illinois,Saline County,24915
17,167,2,Illinois,Sangamon County,197465
17,169,2,Illinois,Schuyler County,7544
17,171,2,Illinois,Scott County,5355
17,173,2,Illinois,Shelby County,22355
17,175,2,Illinois,Stark County,5992
17,177,2,Illinois,Stephenson County,47708
17,179,2,Illinois,Tazewell County,135392
17,181,2,Illinois,Union County,17806
17,183,2,Illinois,Vermilion County,81625
17,185,2,Illinois,Wabash County,11947
17,187,2,Illinois,Warren County,17704
17,189,2,Illinois,Washington County,14716
17,191,2,Illinois,Wayne County,16760
17,193,2,Illinois,White County,14665
17,195,2,Illinois,Whiteside County,58501
17,197,2,Illinois,Will County,677580
17,199,2,Illinois,Williamson County,66365
