geoid,county,st,pct_travel_60_min,pct_bach_higher,pct_masters_higher,med_hh_inc
0500000US01125,Tuscaloosa County,Alabama,5.34,30.32,11.96,52221
0500000US01127,Walker County,Alabama,12.86,11.57,4.40,41748
0500000US01129,Washington County,Alabama,20.26,11.13,4.40,40794
0500000US01131,Wilcox County,Alabama,10.26,12.51,3.60,27237
0500000US01133,Winston County,Alabama,13.65,13.54,5.20,38504
0500000US02013,Aleutians East Borough,Alaska,0.00,12.74,3.83,69706
0500000US02016,Aleutians West Census Area,Alaska,0.97,16.44,3.38,85517
0500000US02020,Anchorage Municipality,Alaska,2.71,35.27,13.36,83280
0500000US02050,Bethel Census Area,Alaska,0.32,12.34,4.63,54212
0500000US02060,Bristol Bay Borough,Alaska,0.87,22.33,4.34,84688
0500000US02068,Denali Borough,Alaska,6.07,43.54,14.74,84196
0500000US02070,Dillingham Census Area,Alaska,0.21,19.26,9.06,58750
0500000US02090,Fairbanks North Star Borough,Alaska,2.66,32.59,12.08,77095
0500000US02100,Haines Borough,Alaska,1.37,37.45,14.00,64342
0500000US02105,Hoonah-Angoon Census Area,Alaska,2.62,23.39,5.89,63603
0500000US02110,Juneau City and Borough,Alaska,1.76,39.50,13.99,88213
0500000US02122,Kenai Peninsula Borough,Alaska,4.80,23.28,8.77,66684
0500000US02130,Ketchikan Gateway Borough,Alaska,1.54,24.46,7.42,70356
0500000US02150,Kodiak Island Borough,Alaska,1.41,26.01,10.02,78281
0500000US02158,Kusilvak Census Area,Alaska,0.81,4.81,1.47,35539
0500000US02164,Lake and Peninsula Borough,Alaska,3.09,15.76,7.65,46406
0500000US02170,Matanuska-Susitna Borough,Alaska,21.46,21.19,7.48,75905
0500000US02180,Nome Census Area,Alaska,0.23,14.59,6.32,58987
0500000US02185,North Slope Borough,Alaska,0.11,16.57,5.19,75431
0500000US02188,Northwest Arctic Borough,Alaska,0.41,11.68,4.16,62949
0500000US02195,Petersburg Borough,Alaska,0.34,27.59,5.62,66907
0500000US02198,Prince of Wales-Hyder Census Area,Alaska,8.73,17.60,6.10,54191
0500000US02220,Sitka City and Borough,Alaska,1.92,32.63,12.18,71534
0500000US02230,Skagway Municipality,Alaska,0.47,33.75,6.30,72237
0500000US02240,Southeast Fairbanks Census Area,Alaska,3.41,19.10,9.07,71541
0500000US02261,Valdez-Cordova Census Area,Alaska,2.64,30.64,11.68,82306
0500000US02275,Wrangell City and Borough,Alaska,1.72,20.69,6.67,57583
0500000US02282,Yakutat City and Borough,Alaska,0.63,19.96,3.10,65833
0500000US02290,Yukon-Koyukuk Census Area,Alaska,2.53,13.38,5.78,40000
0500000US04001,Apache County,Arizona,12.48,11.68,4.01,32963
0500000US04003,Cochise County,Arizona,5.57,23.00,8.68,48649
0500000US04005,Coconino County,Arizona,5.19,35.62,14.50,57616
0500000US04007,Gila County,Arizona,7.03,18.55,6.77,42092
0500000US04009,Graham County,Arizona,10.23,15.29,5.64,51352
0500000US04011,Greenlee County,Arizona,2.30,11.91,2.67,60962
0500000US04012,La Paz County,Arizona,1.13,12.39,4.07,33333
0500000US04013,Maricopa County,Arizona,6.62,31.98,11.65,61606
0500000US04015,Mohave County,Arizona,6.44,12.90,4.50,43266
0500000US04017,Navajo County,Arizona,8.84,15.83,6.48,40054
0500000US04019,Pima County,Arizona,4.77,31.88,13.48,51037
0500000US04021,Pinal County,Arizona,12.65,19.01,6.92,55550
0500000US04023,Santa Cruz County,Arizona,7.80,21.00,7.34,40467
0500000US04025,Yavapai County,Arizona,7.14,25.18,10.23,50180
0500000US04027,Yuma County,Arizona,4.22,14.76,5.04,44058
0500000US05001,Arkansas County,Arkansas,3.23,15.52,4.81,39466
0500000US05003,Ashley County,Arkansas,7.33,13.19,3.99,39635
0500000US05005,Baxter County,Arkansas,2.26,18.33,6.72,41481
0500000US05007,Benton County,Arkansas,2.38,32.45,10.85,64141
0500000US05009,Boone County,Arkansas,4.73,15.97,5.49,43262
0500000US05011,Bradley County,Arkansas,7.15,15.24,4.35,39510
0500000US05013,Calhoun County,Arkansas,5.77,12.05,3.71,44022
0500000US05015,Carroll County,Arkansas,6.56,20.44,7.48,43505
0500000US05017,Chicot County,Arkansas,6.23,14.75,4.12,33051
0500000US05019,Clark County,Arkansas,9.19,27.64,9.96,39752
0500000US05021,Clay County,Arkansas,6.41,11.60,4.65,33935
0500000US05023,Cleburne County,Arkansas,11.44,14.91,6.26,43391
0500000US05025,Cleveland County,Arkansas,12.87,16.15,5.44,42460
0500000US05027,Columbia County,Arkansas,4.67,20.57,7.56,36148
0500000US05029,Conway County,Arkansas,10.96,15.96,4.64,41196
0500000US05031,Craighead County,Arkansas,5.35,26.30,10.21,45868
0500000US05033,Crawford County,Arkansas,3.74,15.33,4.81,46619
0500000US05035,Crittenden County,Arkansas,3.83,18.03,5.81,39002
0500000US05037,Cross County,Arkansas,12.97,15.43,7.04,43838
0500000US05039,Dallas County,Arkansas,12.36,13.69,2.87,36628
0500000US05041,Desha County,Arkansas,4.45,12.42,4.34,30234
0500000US05043,Drew County,Arkansas,8.21,20.63,7.68,43014
0500000US05045,Faulkner County,Arkansas,5.78,30.05,11.36,51930
0500000US05047,Franklin County,Arkansas,8.11,11.79,2.77,39463
0500000US05049,Fulton County,Arkansas,5.94,11.81,3.26,36184
0500000US05051,Garland County,Arkansas,6.36,20.20,7.39,43146
0500000US05053,Grant County,Arkansas,8.68,18.30,6.67,51920
0500000US05055,Greene County,Arkansas,4.41,15.94,4.73,47497
0500000US05057,Hempstead County,Arkansas,3.78,15.14,5.64,41355
0500000US05059,Hot Spring County,Arkansas,8.94,14.71,4.89,41262
0500000US05061,Howard County,Arkansas,7.39,14.75,3.52,35900
0500000US05063,Independence County,Arkansas,4.93,18.90,6.78,43523
0500000US05065,Izard County,Arkansas,8.07,13.80,3.87,40218
0500000US05067,Jackson County,Arkansas,4.16,10.18,3.98,33174
0500000US05069,Jefferson County,Arkansas,5.72,17.79,6.49,38289
0500000US05071,Johnson County,Arkansas,6.24,15.82,5.54,37170
0500000US05073,Lafayette County,Arkansas,8.72,16.50,3.54,32412
0500000US05075,Lawrence County,Arkansas,9.20,15.04,4.66,38528
0500000US05077,Lee County,Arkansas,3.66,8.94,2.24,28367
0500000US05079,Lincoln County,Arkansas,5.58,8.85,2.59,45166
0500000US05081,Little River County,Arkansas,8.11,11.41,4.13,45388
0500000US05083,Logan County,Arkansas,9.55,12.08,3.80,39748
0500000US05085,Lonoke County,Arkansas,5.86,20.28,6.04,57509
0500000US05087,Madison County,Arkansas,16.24,12.46,5.56,43891
0500000US05089,Marion County,Arkansas,3.82,17.24,6.41,35518
0500000US05091,Miller County,Arkansas,2.94,16.58,5.55,41903
0500000US05093,Mississippi County,Arkansas,4.40,12.79,4.87,37237
0500000US05095,Monroe County,Arkansas,9.50,10.51,2.88,35190
0500000US05097,Montgomery County,Arkansas,16.59,10.76,4.95,37855
0500000US05099,Nevada County,Arkansas,8.89,15.39,4.86,37635
0500000US05101,Newton County,Arkansas,12.43,16.19,5.95,39896
0500000US05103,Ouachita County,Arkansas,7.06,15.98,5.95,34887
0500000US05105,Perry County,Arkansas,15.63,11.88,3.50,46071
0500000US05107,Phillips County,Arkansas,6.11,14.01,5.55,29263
0500000US05109,Pike County,Arkansas,11.18,14.69,6.28,37406
0500000US05111,Poinsett County,Arkansas,6.64,10.07,2.74,39277
0500000US05113,Polk County,Arkansas,8.41,13.27,5.26,37035
0500000US05115,Pope County,Arkansas,4.71,21.95,7.38,41914
0500000US05117,Prairie County,Arkansas,10.78,15.12,4.32,41846
0500000US05119,Pulaski County,Arkansas,2.87,34.09,13.21,50093
0500000US05121,Randolph County,Arkansas,9.74,14.01,4.82,36870
0500000US05123,St. Francis County,Arkansas,5.52,10.62,4.56,35356
0500000US05125,Saline County,Arkansas,4.18,26.08,9.25,62152
0500000US05127,Scott County,Arkansas,7.35,9.09,4.31,35509
0500000US05129,Searcy County,Arkansas,12.70,12.52,3.89,36390
0500000US05131,Sebastian County,Arkansas,2.64,19.69,6.37,43240
0500000US05133,Sevier County,Arkansas,10.49,11.51,4.15,46667
0500000US05135,Sharp County,Arkansas,6.81,11.33,4.01,33708
0500000US05137,Stone County,Arkansas,6.51,12.81,4.35,36162
0500000US05139,Union County,Arkansas,3.44,20.82,5.80,44000
0500000US05141,Van Buren County,Arkansas,15.63,14.10,5.96,36897
0500000US05143,Washington County,Arkansas,3.60,32.85,13.14,49629
0500000US05145,White County,Arkansas,9.67,21.36,8.46,43822
0500000US05147,Woodruff County,Arkansas,4.70,12.05,3.30,31023
0500000US05149,Yell County,Arkansas,4.64,13.54,3.59,42361
0500000US06001,Alameda County,California,17.29,45.98,19.54,92574
0500000US06003,Alpine County,California,0.65,29.97,10.97,64688
0500000US06005,Amador County,California,16.82,20.32,7.07,61198
0500000US06007,Butte County,California,5.61,26.55,9.02,48443
0500000US06009,Calaveras County,California,22.34,18.71,6.03,58151
0500000US06011,Colusa County,California,11.03,15.42,3.90,56704
0500000US06013,Contra Costa County,California,24.75,41.71,15.59,93712
0500000US06015,Del Norte County,California,2.40,14.31,5.98,45258
0500000US06017,El Dorado County,California,11.77,33.70,12.01,80582
0500000US06019,Fresno County,California,5.20,20.69,6.93,51261
0500000US06021,Glenn County,California,3.58,13.86,3.00,47395
0500000US06023,Humboldt County,California,3.71,29.78,10.18,45528
0500000US06025,Imperial County,California,6.15,14.45,4.58,45834
0500000US06027,Inyo County,California,3.36,26.06,10.00,52874
0500000US06029,Kern County,California,6.61,16.12,5.40,52479
0500000US06031,Kings County,California,6.26,13.47,3.96,53865
0500000US06033,Lake County,California,14.65,15.79,5.53,42475
0500000US06035,Lassen County,California,4.81,12.05,4.06,56362
0500000US06037,Los Angeles County,California,14.07,31.81,11.11,64251
0500000US06039,Madera County,California,9.63,14.52,4.52,52884
0500000US06041,Marin County,California,17.26,58.79,25.59,110217
0500000US06043,Mariposa County,California,12.67,23.41,8.79,51199
0500000US06045,Mendocino County,California,7.85,24.66,8.34,49233
0500000US06047,Merced County,California,13.93,13.95,4.84,50129
0500000US06049,Modoc County,California,3.12,15.92,5.49,45149
0500000US06051,Mono County,California,1.94,30.63,7.37,63018
0500000US06053,Monterey County,California,5.06,24.46,9.72,66676
0500000US06055,Napa County,California,10.63,34.90,11.94,84753
0500000US06057,Nevada County,California,9.16,36.63,12.99,63240
0500000US06059,Orange County,California,9.61,39.86,14.14,85398
0500000US06061,Placer County,California,8.51,38.55,12.70,84357
0500000US06063,Plumas County,California,7.58,23.49,10.17,53270
0500000US06065,Riverside County,California,18.57,21.81,7.95,63948
0500000US06067,Sacramento County,California,7.50,30.44,10.35,63902
0500000US06069,San Benito County,California,22.64,19.66,6.10,81977
0500000US06071,San Bernardino County,California,15.51,20.28,7.12,60164
0500000US06073,San Diego County,California,6.97,38.14,14.68,74855
0500000US06075,San Francisco County,California,14.72,57.14,22.83,104552
0500000US06077,San Joaquin County,California,19.82,18.44,5.86,61145
0500000US06079,San Luis Obispo County,California,5.33,34.61,13.21,70699
0500000US06081,San Mateo County,California,10.01,49.94,21.19,113776
0500000US06083,Santa Barbara County,California,5.10,33.83,13.82,71657
0500000US06085,Santa Clara County,California,9.97,51.33,24.01,116178
0500000US06087,Santa Cruz County,California,12.03,40.04,16.38,78041
0500000US06089,Shasta County,California,5.94,22.19,7.58,50905
0500000US06091,Sierra County,California,13.70,18.71,9.83,48125
0500000US06093,Siskiyou County,California,4.53,22.53,7.65,44200
0500000US06095,Solano County,California,18.73,26.20,7.90,77609
0500000US06097,Sonoma County,California,9.81,34.88,12.90,76753
0500000US06099,Stanislaus County,California,12.84,16.92,5.42,57387
0500000US06101,Sutter County,California,10.69,17.72,5.91,56955
0500000US06103,Tehama County,California,5.88,15.48,4.36,42899
0500000US06105,Trinity County,California,8.01,19.72,4.85,38497
0500000US06107,Tulare County,California,6.12,14.31,4.75,47518
0500000US06109,Tuolumne County,California,11.39,20.03,7.18,56493
0500000US06111,Ventura County,California,8.69,33.10,12.32,84017
0500000US06113,Yolo County,California,7.01,41.59,20.45,65923
0500000US06115,Yuba County,California,11.20,16.66,4.95,52624
0500000US08001,Adams County,Colorado,9.29,23.56,7.57,67575
0500000US08003,Alamosa County,Colorado,1.69,26.08,10.19,39191
0500000US08005,Arapahoe County,Colorado,7.47,42.16,15.08,73925
0500000US08007,Archuleta County,Colorado,4.66,38.92,13.26,50753
0500000US08009,Baca County,Colorado,2.36,22.09,5.78,37500
0500000US08011,Bent County,Colorado,5.85,12.45,3.57,34392
0500000US08013,Boulder County,Colorado,5.68,60.79,27.66,78642
0500000US08014,Broomfield County,Colorado,7.22,55.46,20.52,89624
0500000US08015,Chaffee County,Colorado,3.82,33.55,13.25,54580
0500000US08017,Cheyenne County,Colorado,2.40,20.00,2.69,55227
0500000US08019,Clear Creek County,Colorado,12.76,46.51,18.33,69936
0500000US08021,Conejos County,Colorado,2.84,20.17,5.26,34746
0500000US08023,Costilla County,Colorado,6.38,19.11,9.19,30593
0500000US08025,Crowley County,Colorado,4.49,9.60,3.54,37586
0500000US08027,Custer County,Colorado,16.78,36.86,12.78,44644
0500000US08029,Delta County,Colorado,12.11,21.24,7.53,44512
0500000US08031,Denver County,Colorado,5.41,47.90,18.68,63793
0500000US08033,Dolores County,Colorado,4.31,21.31,8.52,41714
0500000US08035,Douglas County,Colorado,7.48,57.90,20.48,115314
0500000US08037,Eagle County,Colorado,4.75,48.15,13.46,84685
0500000US08039,Elbert County,Colorado,19.83,35.88,10.86,96658
0500000US08041,El Paso County,Colorado,5.31,37.93,14.99,65334
0500000US08043,Fremont County,Colorado,9.71,18.21,6.77,46296
0500000US08045,Garfield County,Colorado,18.49,30.03,10.51,72898
0500000US08047,Gilpin County,Colorado,29.19,38.72,13.57,75120
0500000US08049,Grand County,Colorado,7.15,37.81,10.12,70469
0500000US08051,Gunnison County,Colorado,3.89,55.26,16.78,54979
0500000US08053,Hinsdale County,Colorado,4.77,43.86,11.45,52188
0500000US08055,Huerfano County,Colorado,11.19,21.39,6.00,36705
0500000US08057,Jackson County,Colorado,18.53,16.84,3.72,48828
0500000US08059,Jefferson County,Colorado,7.36,44.07,16.34,78943
0500000US08061,Kiowa County,Colorado,3.12,21.45,6.20,39784
0500000US08063,Kit Carson County,Colorado,2.26,18.88,5.98,51046
0500000US08065,Lake County,Colorado,14.90,34.00,7.96,46918
0500000US08067,La Plata County,Colorado,4.40,43.86,15.97,64372
0500000US08069,Larimer County,Colorado,6.95,46.33,18.75,67664
0500000US08071,Las Animas County,Colorado,8.00,19.70,7.11,41945
0500000US08073,Lincoln County,Colorado,9.99,12.77,3.76,49423
0500000US08075,Logan County,Colorado,5.07,20.55,6.80,48922
0500000US08077,Mesa County,Colorado,5.06,27.42,9.46,53683
0500000US08079,Mineral County,Colorado,3.03,39.94,13.69,61058
0500000US08081,Moffat County,Colorado,19.26,17.11,5.60,52807
0500000US08083,Montezuma County,Colorado,6.86,28.57,10.47,46797
0500000US08085,Montrose County,Colorado,6.31,23.89,7.96,48739
0500000US08087,Morgan County,Colorado,7.99,17.60,6.42,51626
0500000US08089,Otero County,Colorado,5.54,17.70,6.07,34136
0500000US08091,Ouray County,Colorado,16.10,48.59,20.13,62230
0500000US08093,Park County,Colorado,26.58,30.22,8.53,66861
0500000US08095,Phillips County,Colorado,4.77,25.48,8.14,50724
0500000US08097,Pitkin County,Colorado,4.80,63.06,15.07,71244
0500000US08099,Prowers County,Colorado,2.76,17.43,5.39,40097
0500000US08101,Pueblo County,Colorado,6.14,21.96,7.63,44634
0500000US08103,Rio Blanco County,Colorado,8.67,20.24,6.14,55543
0500000US08105,Rio Grande County,Colorado,2.38,23.72,9.25,38639
0500000US08107,Routt County,Colorado,3.64,50.42,18.07,74273
0500000US08109,Saguache County,Colorado,3.99,22.86,6.94,34410
0500000US08111,San Juan County,Colorado,6.92,34.48,6.90,46563
0500000US08113,San Miguel County,Colorado,3.42,56.68,15.53,64478
0500000US08115,Sedgwick County,Colorado,5.79,20.84,7.38,45188
0500000US08117,Summit County,Colorado,3.11,51.03,13.33,77589
0500000US08119,Teller County,Colorado,14.13,34.04,13.72,65382
0500000US08121,Washington County,Colorado,10.72,16.19,4.10,49375
0500000US08123,Weld County,Colorado,10.10,26.73,8.33,70908
0500000US08125,Yuma County,Colorado,4.59,22.11,7.64,48394
0500000US09001,Fairfield County,Connecticut,16.24,47.35,20.92,92969
0500000US09003,Hartford County,Connecticut,4.77,37.75,16.23,72321
0500000US09005,Litchfield County,Connecticut,10.69,35.08,14.77,78314
0500000US09007,Middlesex County,Connecticut,6.48,41.52,18.79,84761
0500000US09009,New Haven County,Connecticut,7.51,34.90,16.13,67128
0500000US09011,New London County,Connecticut,6.66,33.34,15.05,71368
0500000US09013,Tolland County,Connecticut,6.06,41.15,17.62,84916
0500000US09015,Windham County,Connecticut,8.47,24.15,9.25,64774
0500000US10001,Kent County,Delaware,9.76,23.57,8.92,58775
0500000US10003,New Castle County,Delaware,7.69,35.91,15.10,70996
0500000US10005,Sussex County,Delaware,7.24,26.47,11.40,60853
0500000US11001,District of Columbia,District of Columbia,8.76,57.57,33.17,82604
0500000US12001,Alachua County,Florida,3.70,42.52,20.81,49078
0500000US12003,Baker County,Florida,9.11,13.36,4.22,61769
0500000US12005,Bay County,Florida,5.45,22.82,7.98,51829
0500000US12007,Bradford County,Florida,17.02,10.55,3.20,46197
0500000US12009,Brevard County,Florida,5.87,29.31,11.14,54359
0500000US12011,Broward County,Florida,8.82,31.94,11.87,57333
0500000US12013,Calhoun County,Florida,8.64,9.90,2.60,38609
0500000US12015,Charlotte County,Florida,7.18,23.18,8.73,49225
0500000US12017,Citrus County,Florida,8.12,17.64,6.37,41424
0500000US12019,Clay County,Florida,12.90,24.07,7.55,62653
0500000US12021,Collier County,Florida,5.28,36.15,14.64,65675
0500000US12023,Columbia County,Florida,6.71,15.57,5.25,44491
0500000US12027,DeSoto County,Florida,8.46,11.44,3.27,35057
0500000US12029,Dixie County,Florida,15.25,9.36,3.08,38237
0500000US12031,Duval County,Florida,4.49,29.15,9.68,53473
0500000US12033,Escambia County,Florida,3.84,26.45,9.05,49286
0500000US12035,Flagler County,Florida,7.56,24.43,9.22,53872
0500000US12037,Franklin County,Florida,6.86,17.14,6.83,42855
0500000US12039,Gadsden County,Florida,9.26,16.69,5.98,40922
0500000US12041,Gilchrist County,Florida,12.60,14.17,3.78,42357
0500000US12043,Glades County,Florida,21.23,9.91,2.76,39879
0500000US12045,Gulf County,Florida,6.98,17.71,6.97,44291
0500000US12047,Hamilton County,Florida,4.64,9.31,2.35,34583
0500000US12049,Hardee County,Florida,9.20,10.40,3.29,37594
0500000US12051,Hendry County,Florida,15.32,8.22,3.58,40728
0500000US12053,Hernando County,Florida,15.11,17.50,5.84,46030
0500000US12055,Highlands County,Florida,4.82,16.96,6.16,37314
0500000US12057,Hillsborough County,Florida,7.98,32.66,11.87,56137
0500000US12059,Holmes County,Florida,12.44,10.27,2.96,38608
0500000US12061,Indian River County,Florida,5.82,28.35,11.06,52336
0500000US12063,Jackson County,Florida,5.95,13.44,5.42,39002
0500000US12065,Jefferson County,Florida,7.33,22.03,8.65,48173
0500000US12067,Lafayette County,Florida,11.90,15.77,7.39,39543
0500000US12069,Lake County,Florida,9.67,22.73,8.07,51884
0500000US12071,Lee County,Florida,7.00,27.80,10.44,54691
0500000US12073,Leon County,Florida,2.82,45.71,19.88,51201
0500000US12075,Levy County,Florida,9.78,12.63,4.34,37634
0500000US12077,Liberty County,Florida,11.32,12.67,4.23,37363
0500000US12079,Madison County,Florida,10.96,13.78,5.21,35509
0500000US12081,Manatee County,Florida,6.01,29.34,11.41,56036
0500000US12083,Marion County,Florida,6.46,19.35,6.42,43361
0500000US12085,Martin County,Florida,6.72,33.04,12.33,57959
0500000US12086,Miami-Dade County,Florida,13.26,28.81,10.56,48982
0500000US12087,Monroe County,Florida,4.46,33.31,12.50,67023
0500000US12089,Nassau County,Florida,10.54,28.23,10.73,66297
0500000US12091,Okaloosa County,Florida,6.09,30.62,11.44,62048
0500000US12093,Okeechobee County,Florida,10.26,11.37,2.98,40367
0500000US12095,Orange County,Florida,6.19,33.81,11.47,54335
0500000US12097,Osceola County,Florida,11.56,20.55,6.22,50063
0500000US12099,Palm Beach County,Florida,6.70,35.69,13.46,59943
0500000US12101,Pasco County,Florida,14.29,23.43,7.94,50417
0500000US12103,Pinellas County,Florida,5.73,30.96,10.79,51454
0500000US12105,Polk County,Florida,7.75,19.98,6.76,48500
0500000US12107,Putnam County,Florida,14.04,12.38,4.50,35649
0500000US12109,St. Johns County,Florida,6.12,43.71,16.16,77323
0500000US12111,St. Lucie County,Florida,8.43,20.33,7.10,49373
0500000US12113,Santa Rosa County,Florida,7.91,28.09,9.61,66242
0500000US12115,Sarasota County,Florida,4.22,34.67,14.08,58644
0500000US12117,Seminole County,Florida,6.44,38.25,12.59,63760
0500000US12119,Sumter County,Florida,7.35,31.10,13.25,55228
0500000US12121,Suwannee County,Florida,8.10,14.71,4.78,42686
0500000US12123,Taylor County,Florida,9.11,7.36,1.95,36934
0500000US12125,Union County,Florida,5.93,8.32,2.29,41770
0500000US12127,Volusia County,Florida,8.49,23.56,7.98,46760
0500000US12129,Wakulla County,Florida,8.57,18.38,6.14,62778
0500000US12131,Walton County,Florida,11.54,28.39,9.22,53785
0500000US12133,Washington County,Florida,16.26,11.74,3.57,37188
0500000US13001,Appling County,Georgia,7.29,9.68,4.06,39561
0500000US13003,Atkinson County,Georgia,7.02,9.92,4.80,34877
0500000US13005,Bacon County,Georgia,2.55,10.08,4.17,36964
0500000US13007,Baker County,Georgia,7.36,12.27,3.93,37188
0500000US13009,Baldwin County,Georgia,6.48,20.92,8.80,39426
0500000US13011,Banks County,Georgia,9.57,12.85,5.30,45373
0500000US13013,Barrow County,Georgia,15.42,17.62,5.58,57348
0500000US13015,Bartow County,Georgia,11.92,19.51,6.28,55452
0500000US13017,Ben Hill County,Georgia,2.24,12.02,4.62,32705
0500000US13019,Berrien County,Georgia,4.47,11.81,4.11,37163
0500000US13021,Bibb County,Georgia,4.36,25.68,10.58,39931
0500000US13023,Bleckley County,Georgia,2.49,17.24,8.31,45029
0500000US13025,Brantley County,Georgia,8.71,8.18,3.73,37031
0500000US13027,Brooks County,Georgia,5.09,15.19,4.70,34322
0500000US13029,Bryan County,Georgia,7.53,32.61,11.93,71322
0500000US13031,Bulloch County,Georgia,7.36,27.39,12.36,41789
0500000US13033,Burke County,Georgia,8.20,12.63,5.07,42773
0500000US13035,Butts County,Georgia,16.52,11.37,3.11,41845
0500000US13037,Calhoun County,Georgia,7.19,9.40,3.39,31725
0500000US13039,Camden County,Georgia,4.65,24.51,8.55,56397
0500000US13043,Candler County,Georgia,6.56,14.09,4.59,32937
0500000US13045,Carroll County,Georgia,13.44,20.57,7.24,49608
0500000US13047,Catoosa County,Georgia,3.07,20.75,7.02,55125
0500000US13049,Charlton County,Georgia,16.76,10.54,5.95,40283
0500000US13051,Chatham County,Georgia,4.16,33.22,12.96,54911
0500000US13053,Chattahoochee County,Georgia,2.62,33.35,8.57,46453
0500000US13055,Chattooga County,Georgia,8.58,9.81,4.09,36107
0500000US13057,Cherokee County,Georgia,19.11,36.97,11.34,79670
0500000US13059,Clarke County,Georgia,5.17,42.67,21.66,36889
0500000US13061,Clay County,Georgia,18.92,7.90,4.43,25000
0500000US13063,Clayton County,Georgia,12.33,19.49,6.33,45778
0500000US13065,Clinch County,Georgia,2.69,11.12,4.96,25236
0500000US13067,Cobb County,Georgia,13.30,46.50,16.54,75153
