STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,TOTSTAFF,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,TOTPRO,GPTERMS,PITUSR,WIFISESS,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE
AK,AK0017,AK0017-003,CRAIG PUBLIC LIBRARY,504 THIRD STREET,CRAIG,99921,PR WALES-OUTER KE,9078263281,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,1095,1086,1,0,0,1.6,10615,21587,259,12992,3517,0,0,54,2312,17353,2516,1658,33133,9136,140,4,2893,2585,08,00,00,00,-133.151,55.47607
AK,AK0018,AK0018-002,IPNATCHIAQ LIBRARY,59 MAIN STREET,DEERING,99736,NORTHWEST ARCTIC,9073632136,NO,CI,SO,Y,CI1,Y,7/1/17,6/30/18,135,134,1,0,0,0.27,12823,0,425,0,372,0,0,3,500,271,282,35,1347,322,11,0,0,947,08,00,00,00,-162.719,66.07601
AK,AK0019,AK0019-002,DELTA COMMUNITY LIBRARY,2291 DEBORAH STREET,DELTA JUNCTION,99737,SE FAIRBANK,9078954102,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,1177,1167,1,0,0,2.8,11453,21587,708,12992,4079,0,1,13,2392,45998,1200,6578,69107,10245,181,7,5993,25500,08,00,00,00,-145.734,64.04683
AK,AK0020,AK0020-002,DILLINGHAM PUBLIC LIBRARY,306 D STREET WEST,DILLINGHAM,99576,DILLINGHAM,9078425610,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,2382,2362,1,0,0,1.7,26703,21587,1083,12992,4715,0,0,34,1560,23543,1204,2307,29275,394,270,10,8254,3741,08,00,00,00,-158.463,59.04073
AK,AK0021,AK0021-002,EAGLE PUBLIC LIBRARY,4TH & AMUNDSEN,EAGLE,99738,SE FAIRBANK,9075472334,NO,NP,SO,Y,CI1,N,7/1/17,6/30/18,80,79,1,0,0,0.88,9278,21587,741,12992,5037,0,0,48,700,2601,25,320,6138,14,32,7,1200,3600,08,00,00,00,-141.201,64.78661
AK,AK0023,AK0023-002,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARIES,1215 COWLES STREET,FAIRBANKS,99701,FAIRBANKS NORTH STAR,9074591022,NO,CO,MO,Y,CO1,N,7/1/17,6/30/18,97121,96323,1,1,1,48.1,301486,303057,26390,378867,42885,33509,16,613,6687,391676,87749,92000,724105,346671,714,43,54353,0,08,00,00,00,-147.738,64.83893
AK,AK0025,AK0025-002,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,299 ANTOSKI ROAD,GALENA,99741,YUKON-KOYUKUK,9076561883,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,460,456,1,0,0,0.38,9480,0,0,0,707,0,0,45,750,3238,117,503,6624,2428,230,1,505,0,08,00,00,00,-156.878,64.74586
AK,AK0027,AK0027-002,COPPER VALLEY COMMUNITY LIBRARY,MILE 186 GLENN HIGHWAY,GLENNALLEN,99588,VALDEZ-CORDOVA,9078225427,NO,NP,SO,N,CI1,N,7/1/17,6/30/18,456,452,1,0,0,0,20674,21587,981,12992,2925,0,0,18,1508,7332,1629,787,14883,4230,81,6,1467,11760,08,00,00,00,-145.561,62.10944
AK,AK0028,AK0028-002,GUSTAVUS PUBLIC LIBRARY,14 GUSTAVUS ROAD,GUSTAVUS,99826,SKAGWAY-ANGOON,9076972350,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,554,549,1,0,0,1,16679,21587,288,12992,2060,0,0,16,1300,11416,300,700,13097,3022,444,6,1535,7300,08,00,00,00,-135.706,58.42053
AK,AK0029,AK0029-002,HAINES BOROUGH PUBLIC LIBRARY,111 THIRD AVENUE SOUTH,HAINES,99827,HAINES,9077662545,NO,CO,SO,Y,CO1,N,7/1/17,6/30/18,2480,2460,1,0,0,5.81,30355,21587,2233,12992,5588,0,0,97,2912,80388,5980,2797,73519,13184,543,12,13920,46495,08,00,00,00,-135.448,59.23346
AK,AK0030,AK0030-002,TRI-VALLEY COMMUNITY LIBRARY,400 SUNTRANA STREET,HEALY,99743,DENALI,9076832507,NO,NP,SO,Y,CI1,N,7/1/17,6/30/18,1057,1048,1,0,0,0.6,27340,21587,697,12992,1235,0,1,14,885,5102,500,962,14806,457,62,7,830,512,08,00,00,00,-149.018,63.8735
AK,AK0031,AK0031-002,HOLLIS PUBLIC LIBRARY,NO. 1 HOLLIS CHILKAT ROAD,HOLLIS,99950,PR WALES-OUTER KE,9075307112,NO,NP,SO,N,CI1,N,7/1/17,6/30/18,124,123,1,0,0,0,16508,21587,142,12992,1586,0,1,12,1008,1612,243,297,1765,580,46,6,450,801,08,00,00,00,-133.075,55.78187
AK,AK0032,AK0032-002,HOMER PUBLIC LIBRARY,500 HAZEL AVENUE,HOMER,99603,KENAI PENINSULA,9072353180,NO,CI,SO,Y,CI1,N,1/1/17,12/31/17,5443,5398,1,0,0,7.9,41800,18937,2061,11952,4332,0,14,148,2704,130746,13546,10440,167029,56433,425,23,23495,25661,08,00,00,00,-151.532,59.64372
AK,AK0033,AK0033-002,HOPE SUNRISE COMMUNITY LIBRARY,18487 A AVENUE,HOPE,99605,KENAI PENINSULA,9077823121,NO,NP,SO,N,CI1,N,7/1/17,6/30/18,217,215,1,0,0,0,4610,0,240,0,1733,0,0,0,1204,1920,68,186,2255,350,27,1,203,970,08,00,14,00,-149.641,60.91846
AK,AK0035,AK0035-004,JUNEAU PUBLIC LIBRARIES,292 MARINE WAY,JUNEAU,99801,JUNEAU,9075860443,NO,CO,MO,Y,CO1,N,7/1/17,6/30/18,32247,31982,1,2,0,22.69,123038,21587,6282,12992,6489,0,12,378,7500,208864,57088,25088,206922,81117,619,71,60712,131642,08,00,00,00,-134.403,58.29848
AK,AK0037,AK0037-002,KASILOF PUBLIC LIBRARY,58231 STERLING HIGHWAY,KASILOF,99610,KENAI PENINSULA,9072525886,NO,NP,SO,Y,CI1,N,7/1/17,6/30/18,555,550,1,0,0,0.4,13411,0,207,0,432,0,0,33,768,3560,290,281,5946,1,9,7,740,1900,08,00,00,00,-151.266,60.30805
AK,AK0038,AK0038-002,KENAI COMMUNITY LIBRARY,163 MAIN STREET LOOP,KENAI,99611,KENAI PENINSULA,9072834378,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,6999,6942,1,0,0,7.67,80430,21597,1682,12996,4372,0,2,112,2960,98412,5400,9330,102671,27802,399,40,13151,0,08,00,00,00,-151.246,60.55908
AK,AK0039,AK0039-002,KETCHIKAN PUBLIC LIBRARY,1110 COPPER RIDGE LANE,KETCHIKAN,99901,KETCHIKAN GATEWAY,9072253331,NO,CO,SO,Y,CO1,N,1/1/17,12/31/17,13843,13729,1,0,0,11.07,79938,21587,5421,12992,7002,0,4,154,3016,87979,7944,8399,126621,58014,552,26,11408,5892,08,00,00,00,-131.651,55.34863
AK,AK0040,AK0040-002,KODIAK PUBLIC LIBRARY,612 EGAN WAY,KODIAK,99615,KODIAK ISLAND,9074868686,NO,CI,SO,N,CI2,N,7/1/17,6/30/18,12796,12691,1,0,0,7.53,68322,24272,2535,18053,2940,0,0,133,3432,182819,5271,10229,80202,35801,397,41,13927,0,08,00,00,00,-152.397,57.79261
AK,AK0041,AK0041-002,CHUKCHI CONSORTIUM LIBRARY,604 THIRD STREET,KOTZEBUE,99752,NORTHWEST ARCTIC,9074422410,NO,MJ,SO,N,CI2,N,7/1/17,6/30/18,4015,3982,1,0,0,1.47,19996,0,273,0,2521,0,0,84,1800,23236,977,580,4498,1327,161,18,5753,3852,08,00,00,00,-162.587,66.8993
AK,AK0044,AK0044-002,MCGRATH COMMUNITY LIBRARY,249 F STREET,MCGRATH,99627,YUKON-KOYUKUK,9075243843,NO,NP,SO,Y,CI1,N,7/1/17,6/30/18,275,273,1,0,0,0.25,11442,21587,27,12992,890,0,0,0,423,1269,5,340,742,168,101,6,1467,1200,08,00,00,00,-155.277,62.90772
AK,AK0046,AK0046-002,CENTENNIAL LIBRARY,4TH & MILTON STREET,METLAKATLA,99926,PR WALES-OUTER KE,9078866000,NO,NL,SO,Y,CI1,N,7/1/17,6/30/18,1398,1387,1,0,0,1.38,13557,21587,195,12992,195,0,0,17,1000,1950,2,455,681,102,5,9,1642,0,08,00,00,00,-131.575,55.12848
AK,AK0047,AK0047-004,MARTIN MONSEN REGIONAL LIBRARY,101 MAIN STREET,NAKNEK,99633,BRISTOL BAY,9072464465,NO,CO,MO,Y,CI2,N,7/1/17,6/30/18,892,885,1,1,0,3,15053,21587,359,12992,3905,0,0,17,3304,9921,309,456,10230,2017,27,9,3182,5070,08,00,00,00,-156.989,58.87695
AK,AK0048,AK0048-002,NENANA PUBLIC LIBRARY,106 EAST SECOND STREET,NENANA,99760,YUKON-KOYUKUK,9078325812,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,363,360,1,0,0,2,9393,139,557,0,2712,0,0,28,1664,5200,312,650,12166,1422,81,7,2080,2080,08,00,00,00,-149.095,64.56239
AK,AK0051,AK0051-002,NINILCHIK COMMUNITY LIBRARY,15850 STERLING HIGHWAY,NINILCHIK,99639,KENAI PENINSULA,9075673333,NO,NP,SO,Y,CI1,N,7/1/17,6/30/18,854,847,1,0,0,0.38,14077,21587,754,12992,2702,0,0,0,1579,3640,42,715,5993,799,2,5,967,470,08,00,00,00,-151.674,60.04186
AK,AK0052,AK0052-002,KEGOAYAH KOZGA LIBRARY,100 WEST 7TH AVENUE,NOME,99762,NOME,9074436628,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,3662,3632,1,0,0,3.5,23370,21587,366,12992,1302,0,0,38,2040,26500,1700,2696,15001,9550,122,6,6307,4500,08,00,00,00,-165.398,64.50265
AK,AK0055,AK0055-002,PALMER PUBLIC LIBRARY,655 SOUTH VALLEY WAY,PALMER,99645,MATANUSKA-SUSITNA,9077611371,NO,CO,SO,Y,CO1,N,1/1/17,12/31/17,23722,23527,1,0,0,6.25,73485,21587,4081,12992,5508,0,0,37,2196,110500,23969,13522,136141,58755,818,27,15599,16757,08,00,00,00,-149.112,61.60052
AK,AK0056,AK0056-002,PELICAN PUBLIC LIBRARY,166 SALMON WAY,PELICAN,99832,SKAGWAY-ANGOON,9077352500,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,68,67,1,0,0,0.6,9885,21587,300,12992,4217,0,0,0,988,4222,12,378,3613,305,32,3,2660,8012,08,00,00,00,-136.225,57.95946
AK,AK0057,AK0057-002,PETERSBURG PUBLIC LIBRARY,14 SOUTH SECOND STREET,PETERSBURG,99833,WRANGELL-PETERSBU,9077723349,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,3198,3172,1,0,0,5.8,25892,21587,1012,12992,10759,0,1,112,2600,58794,2978,5919,77282,856,423,28,9422,13000,08,00,00,00,-132.954,56.81089
AK,AK0058,AK0058-002,JESSIE WAKEFIELD MEMORIAL LIBRARY,207 SPRUCE DRIVE,PORT LIONS,99550,KODIAK ISLAND,9074542288,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,142,141,1,0,0,0.38,10388,0,243,0,1533,24,0,17,326,2280,273,165,4412,117,137,5,1736,950,08,00,00,00,-152.884,57.86623
AK,AK0061,AK0061-002,ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY,930 TOLSTOI BOULEVARD,ST. PAUL,99660,ALEUTIANS WEST,9075463334,NO,MJ,SO,Y,CI1,N,7/1/17,6/30/18,390,387,1,0,0,0.59,13457,0,52,0,863,0,0,0,255,520,852,300,162,152,0,4,200,300,08,00,00,00,-170.279,57.12076
AK,AK0064,AK0064-002,SELDOVIA PUBLIC LIBRARY,260 SELDOVIA STREET,SELDOVIA,99663,KENAI PENINSULA,9072347662,NO,NP,SO,Y,CI1,N,7/1/17,6/30/18,220,218,1,0,0,0.13,9489,0,629,0,2547,0,0,13,824,3968,163,362,4555,1546,32,9,639,857,08,00,00,00,-151.714,59.43871
AK,AK0065,AK0065-002,SEWARD COMMUNITY LIBRARY AND MUSEUM,239 6TH AVENUE,SEWARD,99664,KENAI PENINSULA,9072244082,NO,CI,SO,Y,CI1,N,1/1/17,12/31/17,2584,2563,1,0,0,5,24617,21587,1480,12992,3331,0,0,81,2604,74783,1560,8320,37894,9605,377,14,12402,17139,08,00,00,00,-149.437,60.10194
AK,AK0067,AK0067-002,SITKA PUBLIC LIBRARY,320 HARBOR DRIVE,SITKA,99835,SITKA,9077478708,NO,CO,SO,Y,CO1,N,7/1/17,6/30/18,8652,8581,1,0,0,7.25,58004,21587,4052,12992,7286,0,2,140,3016,153146,6031,11733,135365,57062,286,12,40421,20000,08,00,00,00,-135.334,57.04968
AK,AK0068,AK0068-002,SKAGWAY PUBLIC LIBRARY,769 STATE STREET,SKAGWAY,99840,SKAGWAY-ANGOON,9079832665,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,1088,1079,1,0,0,1.8,9481,21602,202,12992,1473,0,3,193,2660,31128,1230,1520,15515,3912,190,5,5106,0,08,00,00,00,-135.311,59.45864
AK,AK0069,AK0069-002,JOYCE K. CARVER MEMORIAL SOLDOTNA PUBLIC LIBRARY,235 NORTH BINKLEY ST.,SOLDOTNA,99669,KENAI PENINSULA,9072624227,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,4327,4291,1,0,0,6.74,43433,21587,3851,12992,4291,0,2,98,2704,112654,3336,11163,154213,70847,490,13,16460,23000,08,00,00,00,-151.072,60.49245
AK,AK0070,AK0070-002,SUTTON PUBLIC LIBRARY/COMMUNITY RESOURCE CENTER,11301 NORTH CHICKALOON WAY,SUTTON,99674,MATANUSKA-SUSITNA,9078617640,NO,CO,SO,Y,CO1,N,7/1/17,6/30/18,8773,8701,1,0,0,2.17,16894,21587,1001,12992,2102,0,0,35,2132,20511,140,1312,20742,6949,236,9,2975,1452,08,00,14,00,-148.877,61.71143
AK,AK0072,AK0072-002,TALKEETNA PUBLIC LIBRARY,24645 SOUTH TALKEETNA SPUR ROAD,TALKEETNA,99676,MATANUSKA-SUSITNA,9078617645,NO,CO,SO,Y,CO1,N,7/1/17,6/30/18,12148,12048,1,0,0,2.72,19581,21589,2456,13301,3303,0,0,50,2120,47663,2224,5679,94816,21844,351,14,5301,8787,08,00,00,00,-150.089,62.30074
AK,AK0073,AK0073-002,TANANA COMMUNITY/SCHOOL LIBRARY,89 FRONT STREET,TANANA,99777,YUKON-KOYUKUK,9073667356,NO,NP,SO,Y,CI1,Y,7/1/17,6/30/18,204,202,1,0,0,0.25,9530,137,250,0,770,0,0,27,500,1700,150,224,2070,597,31,3,1000,1700,08,08,00,00,-152.057,65.18317
AK,AK0074,AK0074-002,DERMOTT O`TOOLE MEMORIAL LIBRARY,707 WEST TENAKEE AVENUE,TENAKEE SPRINGS,99841,SKAGWAY-ANGOON,9077362248,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,144,143,1,0,0,0.35,6980,21587,0,12992,1725,0,0,5,700,1308,88,220,2637,1198,41,8,150,369,08,00,00,00,-135.227,57.78068
AK,AK0075,AK0075-002,TOK COMMUNITY LIBRARY,MILE 1314 ALASKA HIGHWAY,TOK,99780,SE FAIRBANK,9078835623,NO,NP,SO,N,CI1,N,7/1/17,6/30/18,1234,1224,1,0,0,0,6895,21587,770,12992,1273,0,0,0,1371,4567,501,341,3097,924,3,7,1695,2776,08,00,00,00,-141.519,62.89847
AK,AK0077,AK0077-002,VALDEZ CONSORTIUM LIBRARY,212 FAIRBANKS DRIVE,VALDEZ,99686,VALDEZ-CORDOVA,9078354632,NO,MJ,SO,Y,CI1,N,1/1/17,12/31/17,3903,3871,1,0,0,3.78,43845,21587,349,12992,2545,0,255,90,2860,31745,21058,3565,34257,11779,88,8,4814,4756,08,00,00,00,-146.353,61.12984
AK,AK0078,AK0078-002,WASILLA PUBLIC LIBRARY,500 N CRUSEY STREET,WASILLA,99654,MATANUSKA-SUSITNA,9073765913,NO,CO,SO,Y,CO1,N,7/1/17,6/30/18,29829,29584,1,0,0,10,69958,21591,3571,13172,5165,0,2,78,2005,126635,4231,16721,223962,116370,344,43,27526,7866,08,00,00,00,-149.429,61.58438
AK,AK0080,AK0080-002,WILLOW PUBLIC LIBRARY,23557 WEST WILLOW COMMUNITY CENTER,WILLOW,99688,MATANUSKA-SUSITNA,9078617655,NO,CO,SO,Y,CO1,N,7/1/17,6/30/18,10562,10475,1,0,0,2.56,22318,21589,1587,13301,3551,0,0,40,2338,33319,758,2026,28904,8820,104,11,4006,8136,08,00,00,00,-150.039,61.74536
AK,AK0081,AK0081-002,IRENE INGLE PUBLIC LIBRARY,124 SECOND STREET,WRANGELL,99929,WRANGELL,9078743535,NO,CO,SO,Y,CO1,N,7/1/17,6/30/18,2426,2406,1,0,0,2.27,37416,21587,537,12992,2766,0,2,67,1910,27768,3640,1942,36118,8952,64,9,5511,17829,08,00,00,00,-132.387,56.47322
AK,AK0082,AK0082-002,AKIAK SCHOOL/COMMUNITY LIBRARY,1 KILBUCK ROAD,AKIAK,99552,BETHEL,9077654631,NO,NL,SO,N,CI1,N,7/1/17,6/30/18,394,391,1,0,0,1.03,8839,0,87,0,341,0,0,36,576,6065,2,317,3196,939,31,4,770,0,08,00,00,00,-161.218,60.91118
AK,AK0085,AK0085-002,FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY,MILE 5 EDGERTON HIGHWAY,KENNY LAKE,99573,VALDEZ-CORDOVA,9078223015,NO,NP,SO,N,CI1,N,7/1/17,6/30/18,296,294,1,0,0,0,8045,0,670,0,2999,0,0,4,780,1505,47,512,1674,389,46,4,291,500,08,00,00,00,-144.895,61.71404
AK,AK0094,AK0094-010,TUZZY CONSORTIUM LIBRARY,5421 NORTH STAR STREET,BARROW,99723,NORTH SLOPE,9078524050,NO,MJ,MO,Y,CO1,N,7/1/17,6/30/18,9925,9843,1,7,0,15.2,53125,63707,1332,33275,9350,0,10,151,5277,65358,406,3018,51941,3192,167,36,9448,4305,08,00,00,00,-156.753,71.29885
AK,AK0095,AK0095-002,AKIACHAK SCHOOL/COMMUNITY LIBRARY,1 MAIN STREET,AKIACHAK,99551,BETHEL,9078253684,NO,NL,SO,N,CI1,N,7/1/17,6/30/18,712,706,1,0,0,0.87,13912,0,522,0,534,0,0,15,480,6793,492,627,2513,1697,56,3,1391,0,08,00,00,00,-161.397,60.8887
AK,AK0099,AK0099-002,MOOSE PASS PUBLIC LIBRARY,38100 DEPOT ROAD,MOOSE PASS,99631,KENAI PENINSULA,9072883111,NO,NP,SO,N,CI1,N,7/1/17,6/30/18,224,222,1,0,0,0,9052,0,67,0,1222,0,0,0,500,357,31,295,1114,593,146,3,734,0,08,00,00,00,-149.366,60.4864
AK,AK0100,AK0100-002,TOP OF THE KUSKOKWIM COMMUNITY/SCHOOL LIBRARY,9127 MAIN STREET,NIKOLAI,99691,YUKON-KOYUKUK,9072932427,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,91,90,1,0,0,0.25,5121,0,190,0,128,0,0,0,480,1888,0,36,267,130,27,7,400,200,08,00,00,00,-168.86,52.93941
AK,AK0101,AK0101-002,SAND POINT COMMUNITY/SCHOOL LIBRARY,123 RED COVE ROAD,SAND POINT,99661,ALEUTIANS EAST,9073832393,NO,CI,SO,Y,CI1,Y,7/1/17,6/30/18,911,904,1,0,0,0.38,19100,23,15,0,633,0,0,40,780,18100,1560,250,11343,10400,150,28,10750,120,08,00,00,00,-160.481,55.35336
AK,AK0102,AK0102-002,EGEGIK VILLAGE LIBRARY,289 AIRPORT ROAD,EGEGIK,99579,LAKE AND PENINSULA,9072332211,NO,NL,SO,Y,CI1,N,7/1/17,6/30/18,77,76,1,0,0,0.5,3548,0,39,0,1893,0,0,0,1008,500,20,35,627,79,5,2,30,15,08,00,00,00,-157.357,58.20764
AK,AK0103,AK0103-002,TRAPPER CREEK PUBLIC LIBRARY,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,99683,MATANUSKA-SUSITNA,9078617650,NO,CO,SO,Y,CO1,N,7/1/17,6/30/18,7862,7797,1,0,0,1.09,13881,21589,1413,13301,3212,0,0,36,1300,5845,388,392,16837,4863,93,9,1544,1266,08,00,00,00,-150.238,62.30724
AK,AK0104,AK0104-002,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,210 MAIN STREET,HOLY CROSS,99602,YUKON-KOYUKUK,9074767131,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,168,167,1,0,0,0.25,6324,0,0,0,492,0,0,42,480,986,190,165,1523,819,107,6,2006,352,08,00,00,00,-160.023,62.05725
AK,AK0113,AK0113-002,OUZINKIE TRIBAL MEDIA CENTER,216 THIRD STREET,OUZINKIE,99644,KODIAK ISLAND,9076802323,NO,NL,SO,Y,CI1,N,7/1/17,6/30/18,154,153,1,0,0,0.35,2250,0,0,0,680,0,0,14,1700,3100,0,115,1783,506,2,7,3100,1500,08,00,00,00,-152.508,57.92117
AK,AK0114,AK0114-002,ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY,NO. 1 ELEMENTARY SCHOOL ROAD,ST. GEORGE,99591,ALEUTIANS WEST,9078592228,NO,MJ,SO,Y,CI1,N,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,08,03,00,00,-169.544528,56.602841
AK,AK0115,AK0115-002,UNALASKA PUBLIC LIBRARY,64 ELEANOR DRIVE,UNALASKA,99685,ALEUTIANS WEST,9075815060,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,4333,4297,1,0,0,5,24806,21587,171,12992,6804,0,1,80,3484,52382,1348,9810,82100,19647,165,17,15322,34511,08,00,00,00,-166.531,53.87127
AK,AK0116,AK0116-002,ANIAK PUBLIC LIBRARY,270 RIVERFRONT DRIVE,ANIAK,99557,BETHEL,9076754435,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,485,481,1,0,0,0.3,2172,21587,0,12992,574,0,0,5,600,2000,150,135,1643,715,47,9,1500,1500,08,00,00,00,-156.703,61.49699
AK,AK0117,AK0117-002,HYDER PUBLIC LIBRARY,50 MAIN STREET,HYDER,99923,PR WALES-OUTER,2506369169,NO,NP,SO,N,CI1,N,7/1/17,6/30/18,80,79,1,0,0,0,8777,0,8,0,2036,0,0,42,960,1456,34,75,2233,781,27,6,1456,583,08,00,00,00,-130.035,55.92413
AK,AK0120,AK0120-002,INNOKO RIVER COMMUNITY/SCHOOL AND TRIBAL LIBRARY,101 PINE STREET,SHAGELUK,99665,YUKON-KOYUKUK,9074738206,NO,CI,SO,Y,CI1,N,7/1/17,6/30/18,84,83,1,0,0,0.25,4552,15,55,0,329,0,1,14,480,2201,467,73,497,382,91,4,978,1,08,00,00,00,-159.532,62.65484
AK,AK0121,AK0121-002,BLACKWELL COMMUNITY/SCHOOL LIBRARY,100 WHITE SPRUCE TRAIL,ANVIK,99558,YUKON-KOYUKUK,9076636348,NO,CI,SO,N,CI1,N,7/1/17,6/30/18,85,84,1,0,0,0.49,4589,0,120,40,160,0,0,12,480,1049,112,76,618,203,7,5,166,0,08,00,00,00,-160.196,62.65204
