STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,TOTSTAFF,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,TOTPRO,GPTERMS,PITUSR,WIFISESS,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE
AK,AK0046,AK0046-002,CENTENNIAL LIBRARY,4TH & MILTON STREET,METLAKATLA,99926,PR WALES-OUTER KE,9078866000,NO,NL,SO,Y,CI1,N,7/1/16,6/30/17,1422,1422,1,0,0,1.38,13417,19581,191,11060,199,0,0,19,1000,2000,0,515,563,124,12,9,1672,0,08,00,00,00,-131.542403,55.087048
AK,AK0047,AK0047-004,MARTIN MONSEN REGIONAL LIBRARY,101 MAIN STREET,NAKNEK,99633,BRISTOL BAY,9072464465,NO,CO,MO,Y,CI2,N,7/1/16,6/30/17,887,887,1,1,0,3,14854,19581,338,11060,3616,0,0,11,3304,9557,146,518,8629,1681,43,9,3390,3776,08,00,00,00,-156.989536,58.876955
AK,AK0048,AK0048-002,NENANA PUBLIC LIBRARY,106 EAST SECOND STREET,NENANA,99760,YUKON-KOYUKUK,9078325812,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,372,372,1,0,0,2,8778,139,888,0,2707,0,0,11,1664,6604,27,613,14028,1274,61,5,3328,1968,08,00,00,00,-149.095235,64.562398
AK,AK0051,AK0051-002,NINILCHIK COMMUNITY LIBRARY,15850 STERLING HIGHWAY,NINILCHIK,99639,KENAI PENINSULA,9075673333,NO,NP,SO,Y,CI1,N,7/1/16,6/30/17,851,851,1,0,0,0.38,13530,19581,733,11060,2460,0,1,0,1456,3459,16,684,6611,1014,22,5,919,472,08,00,00,00,-151.674959,60.041867
AK,AK0052,AK0052-002,KEGOAYAH KOZGA LIBRARY,100 WEST 7TH AVENUE,NOME,99762,NOME,9074436628,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,3691,3691,1,0,0,3,22852,19581,274,11060,1158,0,0,38,2040,26000,1800,2590,16208,10909,117,6,8148,3500,08,00,00,00,-165.398107,64.502659
AK,AK0053,AK0053-002,NORTHWAY COMMUNITY/SCHOOL LIBRARY,496 NORTHWAY ROAD,NORTHWAY,99764,SE FAIRBANK,9077782310,NO,NP,SO,Y,CI1,N,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,08,23,00,00,-141.9413,62.944215
AK,AK0055,AK0055-002,PALMER PUBLIC LIBRARY,655 SOUTH VALLEY WAY,PALMER,99645,MATANUSKA-SUSITNA,9077611371,NO,CO,SO,Y,CO1,N,1/1/16,12/31/16,29754,29754,1,0,0,6.25,70465,19581,3836,11060,4853,0,0,37,2196,104823,16076,12737,202150,94649,607,27,15852,15590,08,00,00,00,-149.112659,61.600524
AK,AK0056,AK0056-002,PELICAN PUBLIC LIBRARY,166 SALMON WAY,PELICAN,99832,SKAGWAY-ANGOON,9077352500,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,67,67,1,0,0,0.7,10193,19581,300,11060,3892,0,0,0,728,5118,89,378,4764,533,98,3,2117,7839,08,00,00,00,-136.22562,57.959464
AK,AK0057,AK0057-002,PETERSBURG PUBLIC LIBRARY,14 SOUTH SECOND STREET,PETERSBURG,99833,WRANGELL-PETERSBU,9077723349,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,3147,3147,1,0,0,3.8,24939,19581,1242,11060,10068,0,1,112,2912,75693,3986,5651,93847,24221,327,28,9288,12000,08,00,00,00,-132.954972,56.810897
AK,AK0058,AK0058-002,JESSIE WAKEFIELD MEMORIAL LIBRARY,207 SPRUCE DRIVE,PORT LIONS,99550,KODIAK ISLAND,9074542288,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,175,175,1,0,0,0.38,10403,0,240,11060,1486,24,0,19,780,2693,337,174,4195,556,179,5,2150,1500,08,00,00,00,-152.884927,57.866238
AK,AK0061,AK0061-002,ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY,930 TOLSTOI BOULEVARD,ST. PAUL,99660,ALEUTIANS WEST,9075463334,NO,MJ,SO,Y,CI1,N,7/1/16,6/30/17,389,389,1,0,0,0.59,14401,6,52,0,810,0,0,0,800,765,684,397,719,706,1,5,299,299,08,00,00,00,-170.279154,57.120767
AK,AK0064,AK0064-002,SELDOVIA PUBLIC LIBRARY,260 SELDOVIA STREET,SELDOVIA,99663,KENAI PENINSULA,9072347662,NO,NP,SO,N,CI1,N,7/1/16,6/30/17,216,216,1,0,0,0,9286,0,614,0,2396,0,0,17,876,3936,144,351,4803,1336,43,9,672,483,08,00,00,00,-151.714645,59.438719
AK,AK0065,AK0065-002,SEWARD COMMUNITY LIBRARY AND MUSEUM,239 6TH AVENUE,SEWARD,99664,KENAI PENINSULA,9072244082,NO,CI,SO,Y,CI1,N,1/1/16,12/31/16,2518,2518,1,0,0,5,24635,19581,1383,11060,3919,0,0,72,2604,76463,1248,7891,40514,9927,351,14,12067,21495,08,00,00,00,-149.437202,60.101942
AK,AK0067,AK0067-002,SITKA PUBLIC LIBRARY,320 HARBOR DRIVE,SITKA,99835,SITKA,9077478708,NO,CO,SO,Y,CO1,N,7/1/16,6/30/17,8748,8748,1,0,0,6.2,57477,19581,3998,11060,6763,0,2,155,3016,155018,5814,11506,222826,81820,297,15,36969,55000,08,00,00,00,-135.334186,57.049685
AK,AK0068,AK0068-002,SKAGWAY PUBLIC LIBRARY,769 STATE STREET,SKAGWAY,99840,SKAGWAY-ANGOON,9079832665,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,1087,1087,1,0,0,1.8,9025,15,291,0,1443,0,2,55,2660,26937,1200,1579,17254,4984,144,5,6720,0,08,00,00,00,-135.31181,59.458644
AK,AK0069,AK0069-002,JOYCE K. CARVER MEMORIAL SOLDOTNA PUBLIC LIBRARY,235 NORTH BINKLEY ST.,SOLDOTNA,99669,KENAI PENINSULA,9072624227,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,4333,4333,1,0,0,6.74,43490,19581,3907,11060,4132,0,2,102,2704,112661,3500,10459,139580,67681,521,14,15823,22844,08,00,00,00,-151.072424,60.492451
AK,AK0070,AK0070-002,SUTTON PUBLIC LIBRARY,11301 NORTH CHICKALOON WAY,SUTTON,99674,MATANUSKA-SUSITNA,9078617640,NO,CO,SO,Y,CO1,N,7/1/16,6/30/17,3085,3085,1,0,0,1.75,16105,19581,942,11060,1904,0,0,36,2132,20393,157,1235,14349,6245,239,8,2766,1989,08,00,00,00,-148.877449,61.711438
AK,AK0072,AK0072-002,TALKEETNA PUBLIC LIBRARY,24645 SOUTH TALKEETNA SPUR ROAD,TALKEETNA,99676,MATANUSKA-SUSITNA,9078617645,NO,CO,SO,Y,CO1,N,7/1/16,6/30/17,13303,13303,1,0,0,2.72,15000,17500,1500,10300,3000,0,0,45,2184,46671,2675,5160,99834,21309,233,14,5020,8507,08,00,00,00,-150.089794,62.300741
AK,AK0073,AK0073-002,TANANA COMMUNITY/SCHOOL LIBRARY,89 FRONT STREET,TANANA,99777,YUKON-KOYUKUK,9073667356,NO,NP,SO,Y,CI1,N,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,08,23,00,00,-152.05719,65.183174
AK,AK0074,AK0074-002,DERMOTT O`TOOLE MEMORIAL LIBRARY,707 WEST TENAKEE AVENUE,TENAKEE SPRINGS,99841,SKAGWAY-ANGOON,9077362248,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,135,135,1,0,0,0.35,6921,19581,0,11060,1575,0,0,8,720,1876,277,215,3496,1305,42,8,534,643,08,00,00,00,-135.227425,57.780684
AK,AK0075,AK0075-002,TOK COMMUNITY LIBRARY,MILE 1314 ALASKA HIGHWAY,TOK,99780,SE FAIRBANK,9078835623,NO,NP,SO,N,CI1,N,7/1/16,6/30/17,1223,1223,1,0,0,0,7091,19581,769,11060,1295,0,0,0,1508,5513,456,312,3547,1161,3,7,2225,3100,08,00,00,00,-141.519431,62.898477
AK,AK0077,AK0077-002,VALDEZ CONSORTIUM LIBRARY,212 FAIRBANKS DRIVE,VALDEZ,99686,VALDEZ-CORDOVA,9078354632,NO,MJ,SO,Y,CI1,N,1/1/16,12/31/16,3937,3937,1,0,0,3.78,44075,19581,320,11060,2764,0,267,91,2860,34053,21102,3560,34558,11879,94,10,4174,7184,08,00,00,00,-146.353405,61.129843
AK,AK0078,AK0078-002,WASILLA PUBLIC LIBRARY,500 N CRUSEY STREET,WASILLA,99654,MATANUSKA-SUSITNA,9073765913,NO,CO,SO,Y,CO1,N,7/1/16,6/30/17,38240,38240,1,0,0,9.5,50452,19586,2466,11171,3304,0,2,66,1831,113977,5119,14777,201536,107747,268,20,22703,5884,08,00,00,07,-149.429627,61.584383
AK,AK0080,AK0080-002,WILLOW PUBLIC LIBRARY,23557 WEST WILLOW COMMUNITY CENTER,WILLOW,99688,MATANUSKA-SUSITNA,9078617655,NO,CO,SO,Y,CO1,N,7/1/16,6/30/17,6290,6290,1,0,0,2.68,24821,19581,1717,11060,3302,0,0,45,2338,33527,887,1756,28458,8629,120,11,4233,9340,08,00,00,00,-150.075419,61.734927
AK,AK0081,AK0081-002,IRENE INGLE PUBLIC LIBRARY,124 SECOND STREET,WRANGELL,99929,WRANGELL,9078743535,NO,CO,SO,Y,CO1,N,7/1/16,6/30/17,2387,2387,1,0,0,2.27,36272,19581,520,11060,2583,0,2,67,1910,18850,4966,1906,36749,8379,61,9,4354,14937,08,00,00,00,-132.387093,56.47322
AK,AK0082,AK0082-002,AKIAK SCHOOL/COMMUNITY LIBRARY,1 KILBUCK ROAD,AKIAK,99552,BETHEL,9077654631,NO,NL,SO,Y,CI1,N,7/1/16,6/30/17,394,394,1,0,0,1,8860,0,87,0,320,0,0,30,576,5975,2,313,3102,2570,267,4,1500,0,08,00,00,00,-161.218909,60.911182
AK,AK0085,AK0085-002,FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY,MILE 5 EDGERTON HIGHWAY,KENNY LAKE,99573,VALDEZ-CORDOVA,9078223015,NO,NP,SO,N,CI1,N,7/1/16,6/30/17,284,284,1,0,0,0,7876,0,650,0,2942,0,0,5,780,1939,31,532,2283,589,38,4,293,500,08,00,00,00,-144.895811,61.714048
AK,AK0087,AK0087-002,KOYUK PUBLIC LIBRARY,3RD AND BIRCH STREET,KOYUK,99753,NOME,9079633971,NO,CI,SO,Y,CI1,N,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,08,23,00,00,-161.16664,64.93061
AK,AK0091,AK0091-002,TULUKSAK SCHOOL/COMMUNITY LIBRARY,1 PHILLIP STREET,TULUKSAK,99679,BETHEL,9076955636,NO,NL,SO,Y,CI1,N,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,08,23,00,00,-160.952397,61.107769
AK,AK0094,AK0094-010,TUZZY CONSORTIUM LIBRARY,5421 NORTH STAR STREET,BARROW,99723,NORTH SLOPE,9078524050,NO,MJ,MO,Y,CO1,N,7/1/16,6/30/17,7248,7248,1,7,0,10.3,53782,40280,1321,20245,9351,0,10,150,6417,70570,1081,2984,49891,2378,165,36,14505,7040,08,00,00,00,-156.753223,71.298854
AK,AK0095,AK0095-002,AKIACHAK SCHOOL/COMMUNITY LIBRARY,1 MAIN STREET,AKIACHAK,99551,BETHEL,9078253684,NO,NL,SO,Y,CI1,N,7/1/16,6/30/17,712,712,1,0,0,0.88,13945,0,522,0,501,0,0,13,480,6656,395,619,2439,1300,158,3,4097,0,08,00,00,00,-161.397681,60.888708
AK,AK0097,AK0097-002,ESTHER GREENWALD LIBRARY,366 GARTEENI HIGHWAY,HOONAH,99829,SKAGWAY-ANGOON,9079453611,NO,CI,SO,Y,CI1,N,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,08,23,00,00,-135.441491,58.108149
AK,AK0099,AK0099-002,MOOSE PASS PUBLIC LIBRARY,38100 DEPOT ROAD,MOOSE PASS,99631,KENAI PENINSULA,9072883111,NO,NP,SO,N,CI1,N,7/1/16,6/30/17,230,230,1,0,0,0,8982,0,67,11060,1218,0,0,0,500,350,25,260,610,270,93,3,175,195,08,00,00,00,-149.366958,60.486409
AK,AK0100,AK0100-002,TOP OF THE KUSKOKWIM COMMUNITY/SCHOOL LIBRARY,9127 MAIN STREET,NIKOLAI,99691,YUKON-KOYUKUK,9072932427,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,97,97,1,0,0,0.25,5171,0,190,0,120,0,0,0,480,1850,0,36,-1,243,50,7,575,325,08,00,00,00,-154.377316,63.010723
AK,AK0101,AK0101-002,SAND POINT COMMUNITY/SCHOOL LIBRARY,123 RED COVE ROAD,SAND POINT,99661,ALEUTIANS EAST,9073832393,NO,CI,SO,Y,CI1,N,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,08,23,00,00,-160.481383,55.353362
AK,AK0102,AK0102-002,EGEGIK VILLAGE LIBRARY,289 AIRPORT ROAD,EGEGIK,99579,LAKE AND PENINSULA,9072332211,NO,NL,SO,Y,CI1,N,7/1/16,6/30/17,76,76,1,0,0,0.5,3503,29,39,0,1669,0,0,0,1008,400,30,30,526,80,1,2,50,100,08,00,00,00,-157.357007,58.207647
AK,AK0103,AK0103-002,TRAPPER CREEK PUBLIC LIBRARY,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,99683,MATANUSKA-SUSITNA,9078617650,NO,CO,SO,Y,CO1,N,7/1/16,6/30/17,2104,2104,1,0,0,1.04,13794,19583,1443,11300,3097,0,0,36,1300,5769,494,700,11287,3255,87,9,2046,1380,08,00,00,00,-150.238328,62.307244
AK,AK0104,AK0104-002,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,210 MAIN STREET,HOLY CROSS,99602,YUKON-KOYUKUK,9074767131,NO,CI,SO,Y,CI1,N,7/1/16,6/30/17,155,155,1,0,0,0.25,6140,0,0,0,462,20,0,35,480,1035,200,150,1550,825,124,6,1975,0,08,00,00,00,-160.023886,62.057258
AK,AK0113,AK0113-002,OUZINKIE TRIBAL MEDIA CENTER,216 THIRD STREET,OUZINKIE,99644,KODIAK ISLAND,9076802323,NO,NL,SO,Y,CI1,N,7/1/16,6/30/17,146,146,1,0,0,0.35,2200,0,0,0,620,0,0,14,1716,3000,0,110,1697,489,8,6,3000,1000,08,00,00,00,-152.508211,57.92118
AK,AK0114,AK0114-002,ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY,NO. 1 ELEMENTARY SCHOOL ROAD,ST. GEORGE,99591,ALEUTIANS WEST,9078592228,NO,MJ,SO,Y,CI1,N,7/1/16,6/30/17,70,70,1,0,0,0.25,5669,209,0,0,168,0,0,0,600,800,0,38,212,210,59,2,500,0,08,00,00,00,-169.544528,56.602841
